EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
1033,37,Travel_Rarely,1141,Research & Development,11,2.0,Medical,1.0,Female,61,1.0,2.0,Healthcare Representative,2.0,Married,4777,14382,5,No,15,3.0,1.0,80,0.0,15,2,1.0,1,0,0,0,1,57324
1032,59,Travel_Rarely,715,Research & Development,2,3.0,Life Sciences,3.0,Female,69,2.0,4.0,Manufacturing Director,4.0,Single,13726,21829,3,Yes,13,3.0,1.0,80,0.0,30,4,3.0,5,3,4,3,0,164712
527,25,Travel_Rarely,891,Sales,4,2.0,Life Sciences,2.0,Female,99,2.0,2.0,Sales Executive,4.0,Single,4487,12090,1,Yes,11,3.0,2.0,80,0.0,5,3,3.0,5,4,1,3,0,53844
1336,55,Travel_Rarely,282,Research & Development,2,2.0,Medical,4.0,Female,58,1.0,5.0,Manager,3.0,Married,19187,6992,4,No,14,3.0,4.0,80,1.0,23,5,3.0,19,9,9,11,0,230244
924,36,Travel_Rarely,1425,Research & Development,14,1.0,Life Sciences,3.0,Male,68,3.0,2.0,Healthcare Representative,4.0,Married,6586,4821,0,Yes,17,3.0,1.0,80,1.0,17,2,2.0,16,8,4,11,0,79032
507,24,Travel_Rarely,1371,Sales,10,4.0,Marketing,4.0,Female,77,3.0,2.0,Sales Executive,3.0,Divorced,4260,5915,1,Yes,12,3.0,4.0,80,1.0,5,2,4.0,5,2,0,3,0,51120
1627,39,Travel_Rarely,170,Research & Development,3,2.0,Medical,3.0,Male,76,2.0,2.0,Laboratory Technician,3.0,Divorced,3069,10302,0,No,15,3.0,4.0,80,1.0,11,3,3.0,10,8,0,7,0,36828
758,23,Travel_Rarely,650,Research & Development,9,1.0,Medical,2.0,Male,37,3.0,1.0,Laboratory Technician,1.0,Married,2500,4344,1,No,14,3.0,4.0,80,1.0,5,2,4.0,4,3,0,2,0,30000
1243,35,Non-Travel,1212,Sales,8,2.0,Marketing,3.0,Female,78,2.0,3.0,Sales Executive,4.0,Married,10377,13755,4,Yes,11,3.0,2.0,80,1.0,16,6,2.0,13,2,4,12,0,124524
124,46,Travel_Frequently,638,Research & Development,1,3.0,Medical,3.0,Male,40,2.0,3.0,Healthcare Representative,1.0,Married,10673,3142,2,Yes,13,3.0,3.0,80,1.0,21,5,2.0,10,9,9,5,0,128076
1441,56,Travel_Rarely,1255,Research & Development,1,2.0,Life Sciences,1.0,Female,90,3.0,1.0,Research Scientist,1.0,Married,2066,10494,2,No,22,4.0,4.0,80,1.0,5,3,4.0,3,2,1,0,0,24792
1267,44,Travel_Rarely,1099,Sales,5,3.0,Marketing,2.0,Male,88,3.0,5.0,Manager,2.0,Married,18213,8751,7,No,11,3.0,3.0,80,1.0,26,5,3.0,22,9,3,10,0,218556
895,31,Travel_Rarely,1222,Research & Development,11,4.0,Life Sciences,4.0,Male,48,3.0,1.0,Research Scientist,4.0,Married,2356,14871,3,Yes,19,3.0,2.0,80,1.0,8,2,3.0,6,4,0,2,0,28272
487,46,Non-Travel,1144,Research & Development,7,4.0,Medical,3.0,Female,30,3.0,2.0,Manufacturing Director,3.0,Married,5258,16044,2,No,14,3.0,3.0,80,0.0,7,2,4.0,1,0,0,0,0,63096
1162,27,Travel_Rarely,199,Research & Development,6,3.0,Life Sciences,4.0,Male,55,2.0,1.0,Research Scientist,3.0,Married,2539,7950,1,No,13,3.0,3.0,80,1.0,4,0,3.0,4,2,2,2,0,30468
2014,39,Travel_Rarely,116,Research & Development,24,1.0,Life Sciences,1.0,Male,52,3.0,2.0,Research Scientist,4.0,Single,4108,5340,7,No,13,3.0,1.0,80,0.0,18,2,3.0,7,7,1,7,0,49296
692,33,Travel_Frequently,1296,Research & Development,6,3.0,Life Sciences,3.0,Male,30,3.0,2.0,Healthcare Representative,4.0,Divorced,7725,5335,3,No,23,4.0,3.0,80,1.0,15,2,1.0,13,11,4,7,0,92700
1783,22,Travel_Rarely,1294,Research & Development,8,1.0,Medical,3.0,Female,79,3.0,1.0,Laboratory Technician,1.0,Married,2398,15999,1,Yes,17,3.0,3.0,80,0.0,1,6,3.0,1,0,0,0,1,28776
1077,20,Travel_Frequently,769,Sales,9,3.0,Marketing,4.0,Female,54,3.0,1.0,Sales Representative,4.0,Single,2323,17205,1,Yes,14,3.0,2.0,80,0.0,2,3,3.0,2,2,0,2,1,27876
96,32,Travel_Rarely,548,Research & Development,1,3.0,Life Sciences,2.0,Male,66,3.0,2.0,Research Scientist,2.0,Married,6220,7346,1,No,17,3.0,2.0,80,2.0,10,3,3.0,10,4,0,9,0,74640
455,29,Travel_Rarely,738,Research & Development,9,5.0,Other,2.0,Male,30,2.0,1.0,Laboratory Technician,4.0,Single,3983,7621,0,No,17,3.0,3.0,80,0.0,4,2,3.0,3,2,2,2,0,47796
836,42,Travel_Rarely,933,Research & Development,29,3.0,Life Sciences,2.0,Male,98,3.0,2.0,Manufacturing Director,2.0,Married,4434,11806,1,No,13,3.0,4.0,80,1.0,10,3,2.0,9,8,7,8,0,53208
775,34,Travel_Rarely,167,Research & Development,8,5.0,Life Sciences,2.0,Female,32,3.0,2.0,Manufacturing Director,1.0,Divorced,5121,4187,3,No,14,3.0,3.0,80,1.0,7,3,3.0,0,0,0,0,0,61452
1425,36,Travel_Rarely,1174,Sales,3,4.0,Marketing,1.0,Female,99,3.0,2.0,Sales Executive,2.0,Single,9278,20763,3,Yes,16,3.0,4.0,80,0.0,15,3,3.0,5,4,0,1,0,111336
498,28,Travel_Rarely,304,Sales,9,4.0,Life Sciences,2.0,Male,92,3.0,2.0,Sales Executive,4.0,Single,5253,20750,1,No,16,3.0,4.0,80,0.0,7,1,3.0,7,5,0,7,0,63036
36,44,Travel_Rarely,477,Research & Development,7,4.0,Medical,1.0,Female,42,2.0,3.0,Healthcare Representative,4.0,Married,10248,2094,3,No,14,3.0,4.0,80,1.0,24,4,3.0,22,6,5,17,0,122976
1362,36,Travel_Frequently,607,Sales,7,3.0,Marketing,1.0,Female,83,4.0,2.0,Sales Executive,1.0,Married,4639,2261,2,No,16,3.0,4.0,80,1.0,17,2,2.0,15,7,6,13,0,55668
1669,29,Travel_Rarely,991,Sales,5,3.0,Medical,1.0,Male,43,2.0,2.0,Sales Executive,2.0,Divorced,4187,3356,1,Yes,13,3.0,2.0,80,1.0,10,3,2.0,10,0,0,9,0,50244
1094,27,Non-Travel,1277,Research & Development,8,5.0,Life Sciences,1.0,Male,87,1.0,1.0,Laboratory Technician,3.0,Married,4621,5869,1,No,19,3.0,4.0,80,3.0,3,4,3.0,3,2,1,2,0,55452
454,29,Travel_Rarely,318,Research & Development,8,4.0,Other,2.0,Male,77,1.0,1.0,Laboratory Technician,1.0,Married,2119,4759,1,Yes,11,3.0,4.0,80,0.0,7,4,2.0,7,7,0,7,1,25428
1251,31,Travel_Rarely,1332,Research & Development,11,2.0,Medical,3.0,Male,80,3.0,2.0,Healthcare Representative,1.0,Married,6833,17089,1,Yes,12,3.0,4.0,80,0.0,6,2,2.0,6,5,0,1,0,81996
207,32,Travel_Frequently,967,Sales,8,3.0,Marketing,2.0,Female,43,3.0,3.0,Sales Executive,4.0,Single,8998,15589,1,No,14,3.0,4.0,80,0.0,9,2,3.0,9,8,3,7,0,107976
1881,31,Travel_Rarely,311,Research & Development,20,3.0,Life Sciences,2.0,Male,89,3.0,2.0,Laboratory Technician,3.0,Divorced,4197,18624,1,No,11,3.0,1.0,80,1.0,10,2,3.0,10,8,0,2,0,50364
1611,45,Travel_Rarely,1015,Research & Development,5,5.0,Medical,3.0,Female,50,1.0,2.0,Laboratory Technician,1.0,Single,5769,23447,1,Yes,14,3.0,1.0,80,0.0,10,3,3.0,10,7,1,4,0,69228
933,27,Travel_Rarely,618,Research & Development,4,3.0,Life Sciences,2.0,Female,76,3.0,1.0,Research Scientist,3.0,Single,2318,17808,1,No,19,3.0,3.0,80,0.0,1,2,3.0,1,1,0,0,0,27816
56,27,Travel_Frequently,994,Sales,8,3.0,Life Sciences,4.0,Male,37,3.0,3.0,Sales Executive,3.0,Single,8726,2975,1,No,15,3.0,4.0,80,0.0,9,0,3.0,9,8,1,7,0,104712
505,55,Travel_Rarely,1311,Research & Development,2,3.0,Life Sciences,3.0,Female,97,3.0,4.0,Manager,4.0,Single,16659,23258,2,Yes,13,3.0,3.0,80,0.0,30,2,3.0,5,4,1,2,0,199908
463,29,Travel_Rarely,144,Sales,10,1.0,Marketing,4.0,Female,39,2.0,2.0,Sales Executive,2.0,Divorced,8268,11866,1,Yes,14,3.0,1.0,80,2.0,7,2,3.0,7,7,1,7,0,99216
1027,27,Travel_Rarely,1055,Research & Development,2,4.0,Life Sciences,1.0,Female,47,3.0,2.0,Manufacturing Director,4.0,Married,4227,4658,0,No,18,3.0,2.0,80,1.0,4,2,3.0,3,2,2,2,0,50724
967,36,Travel_Rarely,530,Sales,3,1.0,Life Sciences,3.0,Male,51,2.0,3.0,Sales Executive,4.0,Married,10325,5518,1,Yes,11,3.0,1.0,80,1.0,16,6,3.0,16,7,3,7,1,123900
1088,38,Travel_Rarely,330,Research & Development,17,1.0,Life Sciences,3.0,Female,65,2.0,3.0,Healthcare Representative,3.0,Married,8823,24608,0,No,18,3.0,1.0,80,1.0,20,4,2.0,19,9,1,9,0,105876
446,33,Travel_Frequently,508,Sales,10,3.0,Marketing,2.0,Male,46,2.0,2.0,Sales Executive,4.0,Single,4682,4317,3,No,14,3.0,3.0,80,0.0,9,6,2.0,7,7,0,1,0,56184
233,27,Travel_Rarely,1157,Research & Development,17,3.0,Technical Degree,3.0,Male,51,3.0,1.0,Research Scientist,2.0,Married,3058,13364,0,Yes,16,3.0,4.0,80,1.0,6,3,2.0,5,2,1,1,0,36696
1166,40,Travel_Frequently,593,Research & Development,9,4.0,Medical,2.0,Female,88,3.0,3.0,Research Director,3.0,Single,13499,13782,9,No,17,3.0,3.0,80,0.0,20,3,2.0,18,7,2,13,0,161988
293,27,Travel_Frequently,1242,Sales,20,3.0,Life Sciences,4.0,Female,90,3.0,2.0,Sales Executive,3.0,Single,9981,12916,1,No,14,3.0,4.0,80,0.0,7,2,3.0,7,7,0,7,0,119772
1847,36,Travel_Rarely,430,Research & Development,2,4.0,Other,4.0,Female,73,3.0,2.0,Research Scientist,2.0,Married,6962,19573,4,Yes,22,4.0,4.0,80,1.0,15,2,3.0,1,0,0,0,0,83544
1150,29,Travel_Rarely,718,Research & Development,8,1.0,Medical,2.0,Male,79,2.0,2.0,Manufacturing Director,4.0,Married,5056,17689,1,Yes,15,3.0,3.0,80,1.0,10,2,2.0,10,7,1,2,0,60672
1601,35,Travel_Rarely,1349,Research & Development,7,2.0,Life Sciences,3.0,Male,63,2.0,1.0,Laboratory Technician,4.0,Married,2690,7713,1,No,18,3.0,4.0,80,1.0,1,5,2.0,1,0,0,1,0,32280
306,37,Travel_Frequently,663,Research & Development,11,3.0,Other,2.0,Male,47,3.0,3.0,Research Director,4.0,Divorced,12185,10056,1,Yes,14,3.0,3.0,80,3.0,10,1,3.0,10,8,0,7,0,146220
1233,60,Travel_Rarely,696,Sales,7,4.0,Marketing,2.0,Male,52,4.0,2.0,Sales Executive,4.0,Divorced,5220,10893,0,Yes,18,3.0,2.0,80,1.0,12,3,3.0,11,7,1,9,0,62640
1970,33,Travel_Frequently,1303,Research & Development,7,2.0,Life Sciences,4.0,Male,36,3.0,2.0,Healthcare Representative,3.0,Divorced,5968,18079,1,No,20,4.0,3.0,80,3.0,9,2,3.0,9,7,2,8,0,71616
397,36,Travel_Rarely,506,Research & Development,3,3.0,Technical Degree,3.0,Male,30,3.0,2.0,Research Scientist,2.0,Single,4485,26285,4,No,12,3.0,4.0,80,0.0,10,2,3.0,8,0,7,7,0,53820
730,53,Travel_Rarely,970,Research & Development,7,3.0,Life Sciences,3.0,Male,59,4.0,4.0,Research Director,3.0,Married,14814,13514,3,No,19,3.0,3.0,80,0.0,32,3,3.0,5,1,1,3,0,177768
107,38,Non-Travel,573,Research & Development,6,3.0,Medical,2.0,Female,79,1.0,2.0,Research Scientist,4.0,Divorced,5329,15717,7,Yes,12,3.0,4.0,80,3.0,17,3,3.0,13,11,1,9,0,63948
1701,34,Travel_Rarely,678,Research & Development,19,3.0,Life Sciences,2.0,Female,35,2.0,1.0,Research Scientist,4.0,Married,2929,20338,1,No,12,3.0,2.0,80,0.0,10,3,3.0,10,9,8,7,0,35148
1466,48,Travel_Rarely,1221,Sales,7,3.0,Marketing,3.0,Male,96,3.0,2.0,Sales Executive,1.0,Divorced,5486,24795,4,No,11,3.0,1.0,80,3.0,15,3,3.0,2,2,2,2,0,65832
39,33,Travel_Rarely,924,Research & Development,2,3.0,Medical,3.0,Male,78,3.0,1.0,Laboratory Technician,4.0,Single,2496,6670,4,No,11,3.0,4.0,80,0.0,7,3,3.0,1,1,0,0,0,29952
145,51,Travel_Frequently,1456,Research & Development,1,4.0,Medical,1.0,Female,30,2.0,3.0,Healthcare Representative,1.0,Single,7484,25796,3,No,20,4.0,3.0,80,0.0,23,1,2.0,13,12,12,8,0,89808
458,27,Travel_Rarely,1130,Sales,8,4.0,Marketing,2.0,Female,56,3.0,2.0,Sales Executive,2.0,Married,6214,3415,1,No,18,3.0,1.0,80,1.0,8,3,3.0,8,7,0,7,0,74568
23,53,Travel_Rarely,1219,Sales,2,4.0,Life Sciences,1.0,Female,78,2.0,4.0,Manager,4.0,Married,15427,22021,2,No,16,3.0,3.0,80,0.0,31,3,3.0,25,8,3,7,0,185124
83,36,Travel_Rarely,1223,Research & Development,8,3.0,Technical Degree,3.0,Female,59,3.0,3.0,Healthcare Representative,3.0,Divorced,10096,8202,1,No,13,3.0,2.0,80,3.0,17,2,3.0,17,14,12,8,0,121152
844,27,Travel_Rarely,269,Research & Development,5,1.0,Technical Degree,3.0,Male,42,2.0,3.0,Research Director,4.0,Divorced,12808,8842,1,Yes,16,3.0,2.0,80,1.0,9,3,3.0,9,8,0,8,0,153696
1655,49,Travel_Rarely,301,Research & Development,22,4.0,Other,1.0,Female,72,3.0,4.0,Research Director,2.0,Married,16413,3498,3,No,16,3.0,2.0,80,2.0,27,2,3.0,4,2,1,2,0,196956
1308,58,Travel_Rarely,848,Research & Development,23,4.0,Life Sciences,1.0,Male,88,3.0,1.0,Research Scientist,3.0,Divorced,2372,26076,1,No,12,3.0,4.0,80,2.0,2,3,3.0,2,2,2,2,0,28464
1809,37,Travel_Rarely,370,Research & Development,10,4.0,Medical,4.0,Male,58,3.0,2.0,Manufacturing Director,1.0,Single,4213,4992,1,No,15,3.0,2.0,80,0.0,10,4,1.0,10,3,0,8,1,50556
462,31,Travel_Rarely,1232,Research & Development,7,4.0,Medical,3.0,Female,39,3.0,3.0,Manufacturing Director,4.0,Single,7143,25713,1,Yes,14,3.0,3.0,80,0.0,11,2,2.0,11,9,4,10,0,85716
1676,47,Travel_Rarely,1225,Sales,2,4.0,Life Sciences,2.0,Female,47,4.0,4.0,Manager,2.0,Divorced,15972,21086,6,No,14,3.0,3.0,80,3.0,29,2,3.0,3,2,1,2,0,191664
1045,45,Travel_Rarely,1234,Sales,11,2.0,Life Sciences,4.0,Female,90,3.0,4.0,Manager,4.0,Married,17650,5404,3,No,13,3.0,2.0,80,1.0,26,4,4.0,9,3,1,1,0,211800
378,37,Travel_Rarely,228,Sales,6,4.0,Medical,3.0,Male,98,3.0,2.0,Sales Executive,4.0,Married,6502,22825,4,No,14,3.0,2.0,80,1.0,7,5,4.0,5,4,0,1,0,78024
1167,42,Travel_Frequently,481,Sales,12,3.0,Life Sciences,3.0,Male,44,3.0,4.0,Sales Executive,1.0,Single,13758,2447,0,Yes,12,3.0,2.0,80,0.0,22,2,2.0,21,9,13,14,1,165096
1967,31,Travel_Frequently,754,Sales,26,4.0,Marketing,1.0,Male,63,3.0,2.0,Sales Executive,4.0,Married,5617,21075,1,Yes,11,3.0,3.0,80,0.0,10,4,3.0,10,7,0,8,1,67404
1774,34,Non-Travel,1375,Sales,10,3.0,Life Sciences,4.0,Male,87,3.0,2.0,Sales Executive,3.0,Divorced,4001,12313,1,Yes,14,3.0,3.0,80,1.0,15,3,3.0,15,14,0,7,0,48012
2015,38,Travel_Rarely,201,Research & Development,10,3.0,Medical,2.0,Female,99,1.0,3.0,Research Director,3.0,Married,13206,3376,3,No,12,3.0,1.0,80,1.0,20,3,3.0,18,16,1,11,0,158472
1193,19,Travel_Rarely,645,Research & Development,9,2.0,Life Sciences,3.0,Male,54,3.0,1.0,Research Scientist,1.0,Single,2552,7172,1,No,25,4.0,3.0,80,0.0,1,4,3.0,1,1,0,0,0,30624
1499,30,Travel_Rarely,330,Human Resources,1,3.0,Life Sciences,3.0,Male,46,3.0,1.0,Human Resources,3.0,Divorced,2064,15428,0,No,21,4.0,1.0,80,1.0,6,3,4.0,5,3,1,3,0,24768
386,53,Travel_Rarely,1070,Research & Development,3,4.0,Medical,3.0,Male,45,3.0,4.0,Research Director,3.0,Married,17584,21016,3,Yes,16,3.0,4.0,80,3.0,21,5,2.0,5,3,1,3,0,211008
406,35,Travel_Rarely,1232,Sales,16,3.0,Marketing,3.0,Male,96,3.0,3.0,Sales Executive,2.0,Married,8020,5100,0,No,15,3.0,3.0,80,2.0,12,3,2.0,11,9,6,9,0,96240
807,40,Travel_Frequently,791,Research & Development,2,2.0,Medical,3.0,Female,38,4.0,2.0,Healthcare Representative,2.0,Married,4244,9931,1,No,24,4.0,4.0,80,1.0,8,2,3.0,8,7,3,7,0,50928
1873,55,Travel_Rarely,836,Research & Development,2,4.0,Technical Degree,2.0,Male,98,2.0,1.0,Research Scientist,4.0,Married,2662,7975,8,No,20,4.0,2.0,80,1.0,19,2,4.0,5,2,0,4,0,31944
1397,39,Non-Travel,1485,Research & Development,25,2.0,Life Sciences,3.0,Male,71,3.0,3.0,Healthcare Representative,3.0,Married,10920,3449,3,No,21,4.0,2.0,80,1.0,13,2,3.0,6,4,0,5,0,131040
228,30,Travel_Rarely,1339,Sales,5,3.0,Life Sciences,2.0,Female,41,3.0,3.0,Sales Executive,4.0,Married,9419,8053,2,No,12,3.0,3.0,80,1.0,12,2,3.0,10,9,7,4,0,113028
987,47,Travel_Frequently,1379,Research & Development,16,4.0,Medical,3.0,Male,64,4.0,2.0,Manufacturing Director,3.0,Divorced,5067,6759,1,Yes,19,3.0,3.0,80,0.0,20,3,4.0,19,10,2,7,0,60804
1698,33,Travel_Rarely,267,Research & Development,21,3.0,Medical,2.0,Male,79,4.0,1.0,Laboratory Technician,2.0,Married,2028,13637,1,No,18,3.0,4.0,80,3.0,14,6,3.0,14,11,2,13,0,24336
1350,35,Travel_Frequently,482,Research & Development,4,4.0,Life Sciences,3.0,Male,87,3.0,2.0,Research Scientist,3.0,Single,4249,2690,1,Yes,11,3.0,2.0,80,0.0,9,3,3.0,9,6,1,1,0,50988
567,30,Non-Travel,1398,Sales,22,4.0,Other,3.0,Female,69,3.0,3.0,Sales Executive,1.0,Married,8412,2890,0,No,11,3.0,3.0,80,0.0,10,3,3.0,9,8,7,8,0,100944
772,32,Travel_Frequently,430,Research & Development,24,4.0,Life Sciences,1.0,Male,80,3.0,2.0,Laboratory Technician,4.0,Married,5309,21146,1,No,15,3.0,4.0,80,2.0,10,2,3.0,10,8,4,7,0,63708
1854,42,Non-Travel,355,Research & Development,10,4.0,Technical Degree,3.0,Male,38,3.0,1.0,Research Scientist,3.0,Married,2936,6161,3,No,22,4.0,2.0,80,2.0,10,1,2.0,6,3,3,3,0,35232
799,54,Travel_Rarely,376,Research & Development,19,4.0,Medical,4.0,Female,95,3.0,2.0,Manufacturing Director,1.0,Divorced,5485,22670,9,Yes,11,3.0,2.0,80,2.0,9,4,3.0,5,3,1,4,0,65820
21,32,Travel_Rarely,334,Research & Development,5,2.0,Life Sciences,1.0,Male,80,4.0,1.0,Research Scientist,2.0,Divorced,3298,15053,0,Yes,12,3.0,4.0,80,2.0,7,5,2.0,6,2,0,5,0,39576
1515,33,Travel_Rarely,516,Research & Development,8,5.0,Life Sciences,4.0,Male,69,3.0,2.0,Healthcare Representative,3.0,Single,6388,22049,2,Yes,17,3.0,1.0,80,0.0,14,6,3.0,0,0,0,0,0,76656
475,30,Non-Travel,641,Sales,25,2.0,Technical Degree,4.0,Female,85,3.0,2.0,Sales Executive,3.0,Married,4736,6069,7,Yes,12,3.0,2.0,80,1.0,4,2,4.0,2,2,2,2,0,56832
1645,35,Travel_Rarely,763,Sales,15,2.0,Medical,1.0,Male,59,1.0,2.0,Sales Executive,4.0,Divorced,5440,22098,6,Yes,14,3.0,4.0,80,2.0,7,2,2.0,2,2,2,2,1,65280
605,42,Travel_Rarely,319,Research & Development,24,3.0,Medical,4.0,Male,56,3.0,3.0,Manufacturing Director,1.0,Married,7406,6950,1,Yes,21,4.0,4.0,80,1.0,10,5,2.0,10,9,5,8,0,88872
430,43,Travel_Frequently,185,Research & Development,10,4.0,Life Sciences,3.0,Female,33,3.0,1.0,Laboratory Technician,4.0,Single,2455,10675,0,No,19,3.0,1.0,80,0.0,9,5,3.0,8,7,1,7,0,29460
1240,25,Travel_Rarely,1356,Sales,10,4.0,Life Sciences,3.0,Male,57,3.0,2.0,Sales Executive,4.0,Single,4950,20623,0,No,14,3.0,2.0,80,0.0,5,4,3.0,4,3,1,1,0,59400
110,34,Travel_Rarely,1153,Research & Development,1,2.0,Medical,1.0,Male,94,3.0,2.0,Manufacturing Director,2.0,Married,4325,17736,1,No,15,3.0,3.0,80,0.0,5,2,3.0,5,2,1,3,0,51900
238,36,Travel_Frequently,1480,Research & Development,3,2.0,Medical,4.0,Male,30,3.0,1.0,Laboratory Technician,2.0,Single,2088,15062,4,No,12,3.0,3.0,80,0.0,13,3,2.0,8,7,7,2,0,25056
738,50,Travel_Rarely,316,Sales,8,4.0,Marketing,4.0,Male,54,3.0,1.0,Sales Representative,2.0,Married,3875,9983,7,No,15,3.0,4.0,80,1.0,4,2,3.0,2,2,2,2,0,46500
38,46,Travel_Rarely,705,Sales,2,4.0,Marketing,2.0,Female,83,3.0,5.0,Manager,1.0,Single,18947,22822,3,No,12,3.0,4.0,80,0.0,22,2,2.0,2,2,2,1,0,227364
731,41,Travel_Rarely,427,Human Resources,10,4.0,Human Resources,2.0,Male,73,2.0,5.0,Manager,4.0,Divorced,19141,8861,3,No,15,3.0,2.0,80,3.0,23,2,2.0,21,6,12,6,0,229692
615,40,Non-Travel,1094,Sales,28,3.0,Other,3.0,Male,58,1.0,3.0,Sales Executive,1.0,Divorced,10932,11373,3,No,15,3.0,3.0,80,1.0,20,2,3.0,1,0,0,1,0,131184
1591,50,Travel_Rarely,264,Sales,9,3.0,Marketing,3.0,Male,59,3.0,5.0,Manager,3.0,Married,19331,19519,4,Yes,16,3.0,3.0,80,1.0,27,2,3.0,1,0,0,0,0,231972
1431,34,Travel_Frequently,560,Research & Development,1,4.0,Other,4.0,Male,91,3.0,1.0,Research Scientist,1.0,Divorced,2996,20284,5,No,14,3.0,3.0,80,2.0,10,2,3.0,4,3,1,3,0,35952
1694,55,Travel_Rarely,1441,Research & Development,22,3.0,Technical Degree,1.0,Male,94,2.0,1.0,Research Scientist,2.0,Divorced,3537,23737,5,No,12,3.0,4.0,80,1.0,8,1,3.0,4,2,1,2,0,42444
743,38,Travel_Rarely,168,Research & Development,1,3.0,Life Sciences,3.0,Female,81,3.0,3.0,Manufacturing Director,3.0,Single,7861,15397,4,Yes,14,3.0,4.0,80,0.0,10,4,4.0,1,0,0,0,0,94332
178,36,Travel_Rarely,216,Research & Development,6,2.0,Medical,2.0,Male,84,3.0,2.0,Manufacturing Director,2.0,Divorced,4941,2819,6,No,20,4.0,4.0,80,2.0,7,0,3.0,3,2,0,1,0,59292
1211,30,Travel_Rarely,1329,Sales,29,4.0,Life Sciences,3.0,Male,61,3.0,2.0,Sales Executive,1.0,Divorced,4115,13192,8,No,19,3.0,3.0,80,3.0,8,3,3.0,4,3,0,3,0,49380
1830,54,Travel_Rarely,431,Research & Development,7,4.0,Medical,4.0,Female,68,3.0,2.0,Research Scientist,4.0,Married,6854,15696,4,No,15,3.0,2.0,80,1.0,14,2,2.0,7,1,1,7,0,82248
952,25,Travel_Rarely,867,Sales,19,2.0,Marketing,3.0,Male,36,2.0,1.0,Sales Representative,2.0,Married,2413,18798,1,Yes,18,3.0,3.0,80,3.0,1,2,3.0,1,0,0,0,1,28956
1932,34,Travel_Frequently,735,Research & Development,22,4.0,Other,3.0,Male,86,2.0,2.0,Research Scientist,4.0,Married,5747,26496,1,Yes,15,3.0,2.0,80,0.0,16,3,3.0,15,10,6,11,0,68964
1552,40,Non-Travel,1142,Research & Development,8,2.0,Life Sciences,4.0,Male,72,3.0,2.0,Healthcare Representative,4.0,Divorced,4069,8841,3,Yes,18,3.0,3.0,80,0.0,8,2,3.0,2,2,2,2,0,48828
261,35,Travel_Rarely,556,Research & Development,23,2.0,Life Sciences,2.0,Male,50,2.0,2.0,Manufacturing Director,3.0,Married,5916,15497,3,Yes,13,3.0,1.0,80,0.0,8,1,3.0,1,0,0,1,1,70992
1083,26,Travel_Rarely,192,Research & Development,1,2.0,Medical,1.0,Male,59,2.0,1.0,Laboratory Technician,1.0,Married,3955,11141,1,No,16,3.0,1.0,80,2.0,6,2,3.0,5,3,1,3,0,47460
1975,39,Travel_Rarely,119,Sales,15,4.0,Marketing,2.0,Male,77,3.0,4.0,Sales Executive,1.0,Single,13341,25098,0,No,12,3.0,1.0,80,0.0,21,3,3.0,20,8,11,10,0,160092
1035,41,Non-Travel,247,Research & Development,7,1.0,Life Sciences,2.0,Female,55,1.0,5.0,Research Director,3.0,Divorced,19973,20284,1,No,22,4.0,2.0,80,2.0,21,3,3.0,21,16,5,10,0,239676
1002,45,Non-Travel,248,Research & Development,23,2.0,Life Sciences,4.0,Male,42,3.0,2.0,Laboratory Technician,1.0,Married,3633,14039,1,Yes,15,3.0,3.0,80,1.0,9,2,3.0,9,8,0,8,0,43596
960,20,Travel_Rarely,129,Research & Development,4,3.0,Technical Degree,1.0,Male,84,3.0,1.0,Laboratory Technician,1.0,Single,2973,13008,1,No,19,3.0,2.0,80,0.0,1,2,3.0,1,0,0,0,1,35676
215,40,Travel_Rarely,630,Sales,4,4.0,Marketing,3.0,Male,67,2.0,3.0,Sales Executive,4.0,Married,10855,8552,7,No,11,3.0,1.0,80,1.0,15,2,2.0,12,11,2,11,0,130260
824,29,Travel_Rarely,1252,Research & Development,23,2.0,Life Sciences,3.0,Male,81,4.0,1.0,Research Scientist,3.0,Married,2700,23779,1,No,24,4.0,3.0,80,1.0,10,3,3.0,10,7,0,7,0,32400
335,40,Travel_Rarely,1300,Research & Development,24,2.0,Technical Degree,1.0,Male,62,3.0,2.0,Research Scientist,4.0,Divorced,3319,24447,1,No,17,3.0,1.0,80,2.0,9,3,3.0,9,8,4,7,0,39828
675,22,Travel_Rarely,604,Research & Development,6,1.0,Medical,1.0,Male,69,3.0,1.0,Research Scientist,3.0,Married,2773,12145,0,No,20,4.0,4.0,80,0.0,3,3,3.0,2,2,2,2,0,33276
1504,28,Travel_Frequently,289,Research & Development,2,2.0,Medical,3.0,Male,38,2.0,1.0,Laboratory Technician,1.0,Single,2561,5355,7,No,11,3.0,3.0,80,0.0,8,2,2.0,0,0,0,0,1,30732
